Center,period,Product Rating (PR)
2084 - NMOD Fitness Club,Q-2024-04-01,3.64
2089 - Cult.Play Kanakpura Rd Eagle Nest Sports Academy,Q-2024-04-01,3.66
2094 - Trident Fitness Studio (Vidyaranyapura),Q-2024-04-01,3.66
21 - Zest Fitness,Q-2024-04-01,3.49
2100 - Cult Gym Station Road,Q-2024-04-01,3.59
2102 - Hybrid Gym,Q-2024-04-01,
2104 - Laps Swimming Academy - Nagasandra,Q-2024-04-01,4
2105 - Abrahams Cardio Gym,Q-2024-04-01,
2108 - Cult Gym Dayanand Vihar,Q-2024-04-01,3.47
2109 - Cult Dayanand Vihar,Q-2024-04-01,3.8
2110 - Urban-Fit Thergaon,Q-2024-04-01,
2111 - Metrocity Sports and Health Club,Q-2024-04-01,
2117 - Kosmos Gym Chembur,Q-2024-04-01,
2119 - Elite Built Fitness,Q-2024-04-01,
212 - Cult Sarjapur Doddakannalli,Q-2024-04-01,3.86
2121 - AS Fitness Airoli,Q-2024-04-01,
2127 - Evolution Fitness Thane,Q-2024-04-01,
213 - Cult Rajajinagar,Q-2024-04-01,3.89
2137 - Cult Gym Tilak Nagar,Q-2024-04-01,3.5
2138 - Cult Tilak Nagar,Q-2024-04-01,3.88
2139 - Creed Culture GYM,Q-2024-04-01,4
2142 - Airborne Aerial Fitness - Lower Parel,Q-2024-04-01,4
2147 - Vibes Fitness Gym DLF Phase 3,Q-2024-04-01,3.92
2149 - Rudram Yogshala,Q-2024-04-01,
2150 - Varun Fitness Centre,Q-2024-04-01,4
2151 - Cult Gym Ghatkopar,Q-2024-04-01,3.67
2152 - Cult Ghatkopar,Q-2024-04-01,3.87
216 - Cult Eros Sector 49,Q-2024-04-01,3.91
219 - Cult Madhapur,Q-2024-04-01,3.86
221 - Cult South Extension (deprecated),Q-2024-04-01,3.9
2216 - Dynamic Fitness Studio,Q-2024-04-01,3.69
2220 - Leon Maestro De Fitness,Q-2024-04-01,
2223 - Her Fitness Punjabi Bagh,Q-2024-04-01,
2224 - Her Fitness Prashant Vihar,Q-2024-04-01,3
2225 - Her Fitness Vikaspuri,Q-2024-04-01,
2228 - Cult Kondapur (Raghavendra Colony),Q-2024-04-01,3.84
2232 - Cult Gym Nirlon Knowledge Park (Employees Only),Q-2024-04-01,3.72
2233 - Cult Gym Kanakpura,Q-2024-04-01,3.71
2234 - Cult Gym Kaggadasapura,Q-2024-04-01,3.59
2235 - Cult Kaggadasapura,Q-2024-04-01,3.83
2239 - Plej Fitness - Jayanagar,Q-2024-04-01,4
224 - Cult Hiranandani Gardens,Q-2024-04-01,3.93
2241 - Multifit Aundh,Q-2024-04-01,3.66
2243 - Cardio Prime Gym Mayur Vihar Ph1,Q-2024-04-01,
2244 - Cardio Prime Gym Vasundhara,Q-2024-04-01,
2249 - Total Fit Gym,Q-2024-04-01,4
2251 - 3Monkey's Gym,Q-2024-04-01,4
2252 - Optima X Fitness Club,Q-2024-04-01,
2254 - Cult Station Road,Q-2024-04-01,3.93
2259 - Be Beast,Q-2024-04-01,3.53
2261 - Fitness Freak Extension,Q-2024-04-01,4
2262 - Fitness Freak Sector 70,Q-2024-04-01,
2265 - Gold's Gym Greater Noida,Q-2024-04-01,3.7
2266 - Gold's Gym Greater Noida West,Q-2024-04-01,3.17
2267 - Brahma Fitness,Q-2024-04-01,3.78
227 - Cult AS Rao Nagar,Q-2024-04-01,3.93
2270 - Dream Fitness U-25,Q-2024-04-01,
2272 - Astrix Fitness,Q-2024-04-01,4
2273 - GymX Fitness Redefined (Sarjapur),Q-2024-04-01,3.65
2274 - GK Wellness Studio,Q-2024-04-01,3.72
2275 - Gold's Gym Hinjewadi,Q-2024-04-01,3.86
228 - Cult Himayatnagar,Q-2024-04-01,3.9
2288 - Quantum Fitness,Q-2024-04-01,
23 - Rush Fitness,Q-2024-04-01,3.64
230 - Cult Hoodi,Q-2024-04-01,3.85
2303 - Diva Yoga - Velachery,Q-2024-04-01,4
231 - Cult Akshayanagar,Q-2024-04-01,3.85
2310 - Hercules Gym,Q-2024-04-01,
2311 - Cult Gym HSR 5th Main,Q-2024-04-01,3.63
2315 - Kickfit Gym & Fitness Studio,Q-2024-04-01,
2319 - Cult Nirlon Knowledge Park (Employees Only),Q-2024-04-01,3.81
232 - Cult Brigade Road,Q-2024-04-01,3.85
2322 - Cult Chembur,Q-2024-04-01,3.87
2327 - Cult.Play Hongasandra DEE Sports,Q-2024-04-01,3.53
2328 - Cult Gym New BEL Road,Q-2024-04-01,3.6
2329 - Cult New BEL Road,Q-2024-04-01,3.72
"2330 - Cult Gym Spectrum, Sector 75",Q-2024-04-01,3.59
"2331 - Cult Spectrum, Sector 75",Q-2024-04-01,3.83
2345 - ZenXFit,Q-2024-04-01,3.66
2346 - Cult Harlur Swimming,Q-2024-04-01,3.63
2348 - One All Fitness,Q-2024-04-01,3.56
235 - Cult Lajpat Nagar (earlier Ring Road),Q-2024-04-01,3.9
2352 - The Dragons Lair,Q-2024-04-01,
2353 - Intense Fitness,Q-2024-04-01,
2354 - Anytime Fitness Rohini,Q-2024-04-01,4
2355 - Energyia Fitness Centre,Q-2024-04-01,2.5
2356 - Nani's School of Fitness (Hebbal),Q-2024-04-01,3.66
236 - Cult Preet Vihar,Q-2024-04-01,3.88
2361 - Inshape Gym,Q-2024-04-01,3.6
2364 - Metabolic Fitness,Q-2024-04-01,3
2365 - Power Point Gym - Vileparle East,Q-2024-04-01,
2366 - Power Point Gym - Andheri West,Q-2024-04-01,
2374 - True Fitness Club - Dadar,Q-2024-04-01,
2376 - Cult Lecaprio Splash Swimming,Q-2024-04-01,3.7
2378 - MS Fitness Club (Yelahanka),Q-2024-04-01,3.64
2379 - Skale Fitness - Kolathur,Q-2024-04-01,3.88
2380 - Skale Fitness - Porur,Q-2024-04-01,3.75
2383 - Diva Yoga Powai,Q-2024-04-01,
2384 - Ziddis Fitness,Q-2024-04-01,
2393 - Kunakshis Kore Body Pilates,Q-2024-04-01,4
2399 - Pulse Fitness,Q-2024-04-01,
24 - Conquer Gym,Q-2024-04-01,3.71
2411 - Cult Dwarka 10 Swimming,Q-2024-04-01,3.63
2414 - Cult Gym RT Nagar Road,Q-2024-04-01,3.54
2415 - Cult RT Nagar Road,Q-2024-04-01,3.75
2416 - AV Fitness Studio And Gym,Q-2024-04-01,
2417 - Real Fitness,Q-2024-04-01,3.67
"2418 - Cult Gym JP Nagar, 3rd Phase",Q-2024-04-01,3.74
2419 - Fitness Evogue,Q-2024-04-01,
242 - Cult Tardeo,Q-2024-04-01,3.9
"2423 - Cult JP Nagar, 3rd Phase",Q-2024-04-01,3.84
"2426 - Cult Gym RBI Layout, JP Nagar 7th Phase",Q-2024-04-01,3.63
2428 - Cult Gym Banjara Hills Road No. 2,Q-2024-04-01,3.63
2429 - Cult Banjara Hills Road No. 2,Q-2024-04-01,3.86
243 - Cult Banaswadi,Q-2024-04-01,3.9
2430 - Cult Neo Gym Begur,Q-2024-04-01,3.58
2431 - Cult Neo Gym TC Palya,Q-2024-04-01,3.62
2432 - Cult Gym Moti Nagar,Q-2024-04-01,3.68
2437 - Cult Moti Nagar,Q-2024-04-01,3.82
2438 - K6 Fitness Studio,Q-2024-04-01,
2439 - Cult Gym Nepean Sea Road,Q-2024-04-01,3.64
2442 - Sqorfit Gym Sector 43,Q-2024-04-01,3.5
2443 - Gold's Gym - Sasthamangalam,Q-2024-04-01,4
245 - Cult DLF Phase 1,Q-2024-04-01,3.88
2451 - Cloud Fitness,Q-2024-04-01,3.62
2452 - Global Fitness - Kulathoor,Q-2024-04-01,3.57
2454 - Mighty Fitness Club,Q-2024-04-01,3.65
2457 - Urbounce - The Club,Q-2024-04-01,
2461 - Gain Town Fitness Club,Q-2024-04-01,3.83
2462 - Energetic Fitness Gym,Q-2024-04-01,4
2463 - Ultimate Fitness Pune,Q-2024-04-01,4
2464 - Real Steel Fitness Center,Q-2024-04-01,4
"2466 - Cult Gym Niti Khand 1, Indirapuram",Q-2024-04-01,
2467 - Clan Fitness Club,Q-2024-04-01,3.65
2469 - Raptor Fitness (Addagutta),Q-2024-04-01,3.65
247 - Cult LB Nagar,Q-2024-04-01,3.89
2470 - Animal Gym (Ex Muscle Madness),Q-2024-04-01,3.58
2471 - Mad Hustle,Q-2024-04-01,3.54
2472 - Impackt Fitness (Gowlidoddy),Q-2024-04-01,3.48
2473 - Cult Gym Kokapet,Q-2024-04-01,3.75
2474 - Golds Gym - Vytilla,Q-2024-04-01,3.8
2475 - Cult Kokapet (Hybrid),Q-2024-04-01,3.74
"2483 - Cult Kumaraswamy Layout, Yelachenahalli",Q-2024-04-01,3.67
2484 - Muscletech Fitness - Doddabidarakallu,Q-2024-04-01,
2485 - Muscletech Fitness - HMT Layout,Q-2024-04-01,
2488 - Fitness Extreme International Inc - Varthuru,Q-2024-04-01,4
2489 - Fitness Extreme International Inc - Banjara Hills,Q-2024-04-01,3.5
2490 - Fitness Extreme International Inc - Andheri West,Q-2024-04-01,
2497 - EMOM Fitness,Q-2024-04-01,3.7
"2498 - Cult Kanakapura Road, Raghuvanahalli",Q-2024-04-01,3.76
2502 - SG Fitness Mhada,Q-2024-04-01,3.64
2503 - Cult Doddanekundi Swimming,Q-2024-04-01,3.7
2507 - Pink Fitness - Kodambakkam,Q-2024-04-01,4
251 - Cult SG Palya (Near Forum Koramangala),Q-2024-04-01,3.9
2511 - Cult Gym Lajpat Nagar,Q-2024-04-01,3.74
2514 - Intense Fitness,Q-2024-04-01,3.71
2515 - Fitness Empire Unisex Gym Thiruvallur,Q-2024-04-01,3.5
2516 - Idol Fitness,Q-2024-04-01,3.45
2517 - Get.Fit,Q-2024-04-01,3.34
2519 - cult Store Indiranagar,Q-2024-04-01,4
2523 - Taarak Fit,Q-2024-04-01,3.63
2524 - E2 Fitness and wellness Elite Unisex Gymnasium - Perungalathur,Q-2024-04-01,4
2525 - Cult Tumkur,Q-2024-04-01,3.86
2535 - Cult Vasant Kunj Swimming,Q-2024-04-01,3.7
2536 - cult Store HSR 19th Main,Q-2024-04-01,3.78
2537 - cult Store Marathahalli,Q-2024-04-01,4
2538 - Energia Personal Fitness - Bhopal,Q-2024-04-01,
2541 - Pink Fitness - Ramapuram,Q-2024-04-01,
2552 - The Gym Factory - Indore,Q-2024-04-01,
2553 - Body Sculptures Fitness Studio,Q-2024-04-01,
2565 - Cult Harlur Swimming,Q-2024-04-01,3.75
2567 - Snapp Fitness - Kalyan Nagar,Q-2024-04-01,
2568 - Zest Fitness 27th Main,Q-2024-04-01,3.45
2571 - Bob's Gym - Lanka,Q-2024-04-01,
"2576 - HCG, Suchitra",Q-2024-04-01,1
2579 - Priortizing Fitness,Q-2024-04-01,4
2581 - Saiyans House of Fitness,Q-2024-04-01,4
2586 - My Tribe - Sports and Fitness,Q-2024-04-01,
260 - Cult Juhu,Q-2024-04-01,3.84
2604 - Sathvik Fitness Trendz Gym - Borabanda,Q-2024-04-01,
2605 - Muscle Headquarter,Q-2024-04-01,4
2606 - Urban Gymnasium Chembur,Q-2024-04-01,
261 - Cult Malad,Q-2024-04-01,3.91
2615 - Fitness First Platinum Juhu,Q-2024-04-01,4
2617 - Fitness First Platinum BKC,Q-2024-04-01,
2622 - KCAL Fitness - Mathur,Q-2024-04-01,1
2625 - Champions Fitness Centre,Q-2024-04-01,
2626 - The Body Planet 24/7,Q-2024-04-01,3.65
2627 - Hustle Health & Fitness Studio,Q-2024-04-01,4
2628 - Versatile Fitness,Q-2024-04-01,
2644 - Vyaan Fitness Studio,Q-2024-04-01,3.68
2647 - ZE Fitness,Q-2024-04-01,
2648 - Ozone GYM,Q-2024-04-01,
2650 - BKJ Fitness,Q-2024-04-01,
2653 - Fitniq Gym,Q-2024-04-01,
2655 - The Zone 360 Fitness,Q-2024-04-01,
2656 - Maddz Fitness,Q-2024-04-01,
2659 - Addict Fitness Studio - Atchutapuram,Q-2024-04-01,
2665 - The Gym Club Sector 49,Q-2024-04-01,
2675 - B2B Gym,Q-2024-04-01,
2677 - Empire Fitness Club,Q-2024-04-01,
268 - Cult Velachery Chennai - Hybrid,Q-2024-04-01,3.94
270 - Cult Kalyani Nagar old,Q-2024-04-01,3.9
272 - Cult Nagavara - Manyata Tech Park,Q-2024-04-01,3.86
278 - Cult Malviya Nagar,Q-2024-04-01,3.83
282 - Cult Saket,Q-2024-04-01,3.89
283 - Cult Dwarka Sector 12,Q-2024-04-01,3.9
284 - Cult Sector 18 Noida (Deprecated),Q-2024-04-01,3.91
288 - Cult SR Nagar(Deprecated),Q-2024-04-01,3.9
289 - Cult Nizampet x Roads,Q-2024-04-01,3.9
290 - Cult Dilsukhnagar,Q-2024-04-01,3.83
291 - Cult Srinagar Colony,Q-2024-04-01,3.92
292 - Cult Powai-Raheja Vihar,Q-2024-04-01,3.92
294 - Cult Prabhadevi,Q-2024-04-01,3.88
295 - Cult Kandivali West,Q-2024-04-01,3.89
304 - Cult Nallagandla,Q-2024-04-01,3.92
305 - Cult Kompally,Q-2024-04-01,3.88
307 - Cult Marathahalli ORR,Q-2024-04-01,3.9
31 - The Monkey Fitness,Q-2024-04-01,3.67
315 - Cult HSR 24th Main,Q-2024-04-01,3.84
316 - Cult Magarpatta City,Q-2024-04-01,3.86
318 - Cult Nagole,Q-2024-04-01,3.92
321 - Cult Habsiguda,Q-2024-04-01,3.91
33 - Supergym (Pai Layout),Q-2024-04-01,3.47
331 - Cult Wakad(deprecated),Q-2024-04-01,3.88
338 - Cult Sector 9 Panchkula,Q-2024-04-01,3.91
34 - Supergym (Thippasandra),Q-2024-04-01,3.44
346 - Cult Financial District,Q-2024-04-01,3.88
347 - Cult Kokapet (deprecated),Q-2024-04-01,3.9
349 - Cult Elamkulam,Q-2024-04-01,3.93
35 - Supergym (Vignan Nagar),Q-2024-04-01,3.36
36 - Shred Fitness,Q-2024-04-01,3.49
361 - Cult HSR 14th Main,Q-2024-04-01,3.84
"362 - Cult Kanakapura Road, Doddakallasandra",Q-2024-04-01,3.91
37 - Pledge Fitness,Q-2024-04-01,3.71
370 - Cult Lokhandwala old,Q-2024-04-01,3.86
371 - Cult Andheri East,Q-2024-04-01,3.92
379 - Cult Sector 104 Noida ( Deprecated ),Q-2024-04-01,3.9
384 - Cult Siripuram,Q-2024-04-01,3.83
386 - Cult Madhu Milan Square,Q-2024-04-01,3.86
"391 - Cult MG Road, Mangalore",Q-2024-04-01,3.97
394 - Cult Race Course Rd,Q-2024-04-01,3.91
"396 - Cult Sushant Lok, Phase 1",Q-2024-04-01,3.9
42 - Platinum Fitness Club,Q-2024-04-01,3.5
43 - Yashmaxx 2.0,Q-2024-04-01,3.28
45 - 4 Zone Fitness,Q-2024-04-01,4
46 - Conquest Fitness,Q-2024-04-01,3.58
465 - Stallion Fitness (Kompally),Q-2024-04-01,3.73
467 - Thew Fitness (DLF Phase 1),Q-2024-04-01,3.68
468 - Studio Velocity,Q-2024-04-01,3.75
47 - Millennium Fitness Club,Q-2024-04-01,3.67
470 - Fitmax,Q-2024-04-01,3.42
471 - Cult Gym Banashankari 2nd Stage,Q-2024-04-01,3.66
472 - Cult Circular Road,Q-2024-04-01,3.9
476 - Paradise Fitness Club,Q-2024-04-01,3.59
478 - An.Fit,Q-2024-04-01,3.54
483 - Aim Fit,Q-2024-04-01,3.45
486 - Body Zone Gym and Fitness Center,Q-2024-04-01,3.63
487 - Team Core,Q-2024-04-01,3.57
488 - FitLifez Gym and Spa,Q-2024-04-01,3.61
49 - Drona The Fitness Gurukul,Q-2024-04-01,3.62
490 - Cult Gym Indiranagar,Q-2024-04-01,3.57
491 - Quad the Fitness Hub,Q-2024-04-01,3.67
492 - Cult Gym Richmond Road,Q-2024-04-01,3.64
493 - Cult Anna Nagar,Q-2024-04-01,3.92
494 - Cult Nungambakkam,Q-2024-04-01,3.92
50 - Fast Fit Gym,Q-2024-04-01,3.6
502 - High Fitness Club,Q-2024-04-01,3.68
508 - The Iron Pumpers Gym,Q-2024-04-01,3.65
514 - MultiFit (Hennur),Q-2024-04-01,3.69
515 - Fitness Element (Ex MultiFit Grand Tamanna),Q-2024-04-01,3.62
517 - MultiFit (Kalyan Nagar),Q-2024-04-01,3.69
519 - MultiFit (Pimple Saudagar),Q-2024-04-01,3.64
520 - MultiFit (SUFC),Q-2024-04-01,3.64
524 - Turbo Fitness (Bandra),Q-2024-04-01,3.73
526 - Ares Gym,Q-2024-04-01,3.61
528 - Moments Fitness Hub 1.0 (defunct- do not use),Q-2024-04-01,3
53 - I Lift Fitness,Q-2024-04-01,3.6
530 - Cult Adyar,Q-2024-04-01,3.93
536 - Afterburn Fitness Studio (Alwal),Q-2024-04-01,3.69
54 - Mirage.fit,Q-2024-04-01,3.47
541 - Fluid (Vasant Kunj),Q-2024-04-01,3.75
542 - Fit Gym (West Patel Nagar),Q-2024-04-01,3.19
544 - Alpha Fitness (ex. Taurus Fitness),Q-2024-04-01,3.39
546 - Bomiso Fitness,Q-2024-04-01,3.66
548 - Body Power,Q-2024-04-01,3.8
55 - Wellcare Fitness,Q-2024-04-01,3.51
550 - Freedom Fitness,Q-2024-04-01,3.65
552 - Aesthetic B Fitness (ex. Stark Fitness),Q-2024-04-01,3.59
555 - F99 FIT,Q-2024-04-01,3.7
556 - Fitness 4 All,Q-2024-04-01,3.46
56 - FitLifez Gym and Spa,Q-2024-04-01,3.63
569 - Sehat World Green (Dwarka),Q-2024-04-01,3.79
574 - Cult Vidyaranyapura,Q-2024-04-01,3.88
576 - 9th Gear Fitness Club,Q-2024-04-01,3.72
577 - Fitness One Gym,Q-2024-04-01,3.46
579 - F99 Fit,Q-2024-04-01,3.56
582 - Foundry Active,Q-2024-04-01,3.48
584 - Fly Fit (New Friends Colony),Q-2024-04-01,3.68
587 - B3 Wellness Studio,Q-2024-04-01,3.56
588 - In The Pink Fitness Club,Q-2024-04-01,3.65
59 - IGNYT Gym,Q-2024-04-01,3.57
590 - Lifestyle Fitness Gym and Cardio (Kothapet),Q-2024-04-01,3.6
591 - Stallion Fitness (Kondapur),Q-2024-04-01,3.59
592 - Team Core,Q-2024-04-01,3.66
600 - Cult Pal Heights,Q-2024-04-01,3.92
603 - Cult Dharampeth,Q-2024-04-01,3.92
605 - Cult Race Course,Q-2024-04-01,3.93
"606 - Cult Gym RDC, Ghaziabad",Q-2024-04-01,3.57
607 - Cult Gym Bellandur,Q-2024-04-01,3.59
608 - Cult Gym HSR,Q-2024-04-01,3.56
61 - Body Zone Gym,Q-2024-04-01,3.45
613 - Cult Alwarpet,Q-2024-04-01,3.89
614 - Cult Gym Gomti Nagar,Q-2024-04-01,3.7
615 - Cult Gym Golf Course Rd,Q-2024-04-01,3.63
616 - Cult Golf Course Rd,Q-2024-04-01,3.82
617 - Cult Gomti Nagar,Q-2024-04-01,3.94
63 - Grapple Fitness,Q-2024-04-01,3.76
64 - Changeover Fitness Studio,Q-2024-04-01,3.67
670 - Elon Fitness,Q-2024-04-01,3.68
672 - Cubbon Park,Q-2024-04-01,3.36
673 - Fitness Craze,Q-2024-04-01,3.82
674 - GymPoint The Fitness Studio,Q-2024-04-01,3.5
675 - Agara Lake,Q-2024-04-01,3.85
677 - Cult Gym Napier Town,Q-2024-04-01,3.77
678 - Cult Napier Town,Q-2024-04-01,3.91
68 - Tiger Gym,Q-2024-04-01,3.39
680 - Cult Gym Vijay Nagar,Q-2024-04-01,3.55
681 - Cult Vijay Nagar,Q-2024-04-01,3.72
685 - Cult Gym Pitampura,Q-2024-04-01,3.7
686 - Cult Gym BTM Layout,Q-2024-04-01,3.54
687 - Cult BTM Layout,Q-2024-04-01,3.84
69 - Universal Gym,Q-2024-04-01,3.65
690 - Gold's Gym (Kalyani Nagar),Q-2024-04-01,3.58
691 - Gold’s Gym Hadapsar,Q-2024-04-01,3.29
692 - Gold's Gym (Dayanand Vihar),Q-2024-04-01,
693 - Cult Mulund West,Q-2024-04-01,3.91
694 - Reshape Fitness,Q-2024-04-01,3.67
"696 - Defence Colony, Indiranagar",Q-2024-04-01,3.97
7 - cure.fit Bangalore,Q-2024-04-01,3.45
700 - Lalbagh Botanical Garden,Q-2024-04-01,3.84
706 - Absolute Fitness Studio,Q-2024-04-01,3.6
708 - Cult Gym Kukatpally,Q-2024-04-01,3.64
"709 - Bomiso Fitness (Sector 50, Gurgaon)",Q-2024-04-01,3.7
715 - Stark Fitness Studio (Nizampet),Q-2024-04-01,3.55
717 - GKVK,Q-2024-04-01,3.86
720 - Gold's Gym (Lower Parel),Q-2024-04-01,3.71
721 - Gold's Gym (Yelahanka),Q-2024-04-01,3.71
722 - Gold's Gym (Malleshwaram),Q-2024-04-01,3.56
725 - Gold's Gym (BEL Road),Q-2024-04-01,3.46
726 - Gold's Gym (Janakpuri),Q-2024-04-01,3.48
727 - Shadow Fitness,Q-2024-04-01,
73 - Apple Fitness,Q-2024-04-01,3.52
730 - C3 Fit Klub,Q-2024-04-01,3.54
731 - Fit City,Q-2024-04-01,3.74
732 - Gold's Gym (Powai),Q-2024-04-01,3.76
733 - Gold's Gym (Kalyan Nagar),Q-2024-04-01,3.63
734 - Fit Gym (East Patel Nagar),Q-2024-04-01,3.43
735 - Cult Gym Malviya Nagar,Q-2024-04-01,3.54
736 - Lesiure Valley Park,Q-2024-04-01,
737 - Paschim Vihar District Park,Q-2024-04-01,2.5
738 - Priya Park,Q-2024-04-01,3.83
740 - Gold's Gym Baner,Q-2024-04-01,3.58
741 - Gold's Gym (Whitefield),Q-2024-04-01,3.58
745 - Gold's Gym (Vijayanagar),Q-2024-04-01,3.63
746 - Muscle Mutant,Q-2024-04-01,3.65
751 - Dare 2 Fit,Q-2024-04-01,4
753 - Clout Fitness (Whitefield),Q-2024-04-01,3.75
754 - GymPoint The Fitness Studio (Madhapur),Q-2024-04-01,3.7
760 - Gold's Gym (Kandivali West),Q-2024-04-01,3.66
761 - Cult Greater Noida West,Q-2024-04-01,3.85
764 - Cult Gym Dwarka Sector 12,Q-2024-04-01,3.56
767 - VFitness,Q-2024-04-01,3.64
769 - Cult RDC Ghaziabad,Q-2024-04-01,3.93
77 - Speed Fitness,Q-2024-04-01,3.6
779 - Yashmaxx Fitness,Q-2024-04-01,3.8
780 - Big Box,Q-2024-04-01,3.49
781 - MS Fitness,Q-2024-04-01,3.78
782 - Prime Strength,Q-2024-04-01,3.78
788 - Orca Fitness (Chinchwad),Q-2024-04-01,
789 - Cult Gym KR Puram,Q-2024-04-01,3.61
790 - Cult KR Puram,Q-2024-04-01,3.88
80 - Technolife Fitness Club,Q-2024-04-01,3.63
801 - Gold's Gym Belgaum,Q-2024-04-01,3.8
81 - Clout Fitness,Q-2024-04-01,3.5
82 - Stark Fitness Studio,Q-2024-04-01,3.73
826 - Gold's Gym Moradabad,Q-2024-04-01,3.82
83 - Black Vigor (Gaur City),Q-2024-04-01,3.57
832 - Gold's Gym Tumkur,Q-2024-04-01,3.6
833 - Gold's Gym Hesaraghatta Main Road,Q-2024-04-01,3.54
834 - 1Life Fitness,Q-2024-04-01,3.69
836 - LMNT Fitness Club,Q-2024-04-01,3.65
837 - Gold's Gym Greater Kailash,Q-2024-04-01,3.44
839 - F7 Fitness by Prasad Konda (Bolarum),Q-2024-04-01,3.7
84 - Black Vigor,Q-2024-04-01,3.66
843 - Your Life Fitness Gym (Sector 61 Noida),Q-2024-04-01,3.68
85 - F Square Fitness,Q-2024-04-01,3.49
850 - Gold's Gym Civil Lines,Q-2024-04-01,
858 - Gold's Gym Muzaffarpur,Q-2024-04-01,3.63
862 - Cult Goregaon West,Q-2024-04-01,3.89
863 - Cult Borivali West,Q-2024-04-01,3.9
867 - Sehat World (Sector -23),Q-2024-04-01,3.85
868 - Cult Gym Dharampeth,Q-2024-04-01,3.53
869 - Cult Gym Manikonda,Q-2024-04-01,3.65
"870 - Cult Gym Rajajinagar 12th Cross, Mahalaxmi Layout",Q-2024-04-01,3.62
871 - Cult Manikonda,Q-2024-04-01,3.91
"872 - Cult Rajajinagar 12th Cross, Mahalaxmi Layout",Q-2024-04-01,3.85
879 - Stallion Xtreme Fitness,Q-2024-04-01,3.54
88 - Stallion Fitness,Q-2024-04-01,3.63
882 - Sankey Lake,Q-2024-04-01,3.88
883 - Mahadevapura-2 Lake,Q-2024-04-01,3.79
884 - BHEL,Q-2024-04-01,3.85
89 - Meraki Fitness Studio,Q-2024-04-01,3.69
892 - Noida Stadium,Q-2024-04-01,4
893 - Conquest Fitness (Kukatpally),Q-2024-04-01,3.68
894 - Shivaji Park,Q-2024-04-01,
895 - Tao Devi Lal Park,Q-2024-04-01,4
898 - Hennuru Lake,Q-2024-04-01,3.75
902 - Stark Fitness Studio (Madhapur),Q-2024-04-01,3.65
903 - Muscle Maniac (ex.Stark Fitness Studio),Q-2024-04-01,3.47
908 - Cult Gym Harlur 1st Main,Q-2024-04-01,3.67
911 - Stallion Xtreme Fitness,Q-2024-04-01,3.49
914 - B3 Wellness Studio (Horamavu),Q-2024-04-01,3.51
916 - Play On Fitness (Sarjapur),Q-2024-04-01,3.59
917 - Royal Fitness (MCECHS Layout),Q-2024-04-01,3.62
918 - Cult Gym Chattarpur,Q-2024-04-01,3.51
923 - Deer Park,Q-2024-04-01,4
929 - Cult Gym Kota,Q-2024-04-01,3.65
931 - Cult Gym HSR 24th Main,Q-2024-04-01,3.59
933 - Team Core,Q-2024-04-01,3.6
934 - Kasavanahalli Lake,Q-2024-04-01,2.5
937 - Fitso Faridabad Manav Rachna,Q-2024-04-01,3.57
939 - Fitso Sector 43 EAS,Q-2024-04-01,3.66
"940 - Fitso Sector 51, Noida",Q-2024-04-01,3.61
"942 - Fitso Sector 70, Noida",Q-2024-04-01,3.55
944 - Fitso Palam Vihar Swiss Cottage,Q-2024-04-01,3.73
945 - Fitso Sector 51 JNS,Q-2024-04-01,3.57
946 - Fitso Madhapur Pearl,Q-2024-04-01,3.74
948 - Fitso Gachibowli Dolphin,Q-2024-04-01,3.6
95 - Fit Gym,Q-2024-04-01,
"950 - Cult Sector 43 Ambience, Multi Sports",Q-2024-04-01,3.63
952 - Fitso Dwarka DIS Edge,Q-2024-04-01,3.69
953 - Fitso Kondapur Playtime,Q-2024-04-01,3.72
954 - Fitso RK PURAM Swim Paradise,Q-2024-04-01,3.57
958 - Fitso JNS Synthetic Courts,Q-2024-04-01,3.61
96 - Motto Fitness,Q-2024-04-01,3.71
964 - Fitso Sector 55 Unicosmos,Q-2024-04-01,3.67
97 - Forth Fitness,Q-2024-04-01,3.49
973 - Fitso Whitefield Golden Fins,Q-2024-04-01,3.69
976 - Fitso JP Nagar The Sports Club,Q-2024-04-01,3.71
977 - Fitso Panathur PK Sports 2,Q-2024-04-01,3.76
978 - Fitso Panathur PK Sports 1,Q-2024-04-01,3.6
979 - Fitso Koramangala PK Sports,Q-2024-04-01,3.71
980 - Fitso Bannerghatta Rd Fiton,Q-2024-04-01,3.76
988 - BaddyZone HSR,Q-2024-04-01,3.67
99 - Play On Fitness,Q-2024-04-01,3.37
997 - Fitso SVIS Dwarka,Q-2024-04-01,3.74
10 - Fuerza Koramangala,Q-2024-07-01,3.42
1001 - Fitso Bellandur Game Theory,Q-2024-07-01,3.7
1008 - Fitness Zone (Hafeezpet),Q-2024-07-01,3.76
101 - Play On Fitness,Q-2024-07-01,3.56
1012 - Fitness Freaks,Q-2024-07-01,3.61
1013 - GymX Prime (Whitefield),Q-2024-07-01,3.56
1014 - Cult Gym Marathahalli,Q-2024-07-01,3.6
1016 - Cloud 9 Fitness,Q-2024-07-01,3.65
1019 - Cult Gym Gachibowli,Q-2024-07-01,3.69
1020 - Gold's Gym Aundh,Q-2024-07-01,3.66
1021 - Gold's Gym Lower Parel,Q-2024-07-01,3.84
1023 - Cult Harlur 1st Main,Q-2024-07-01,3.86
